file_path,magnification,num_levels,width,height,mpp_x,mpp_y
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_23.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_21.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_20.ndpi,20,9,65536,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_22.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_24.ndpi,20,9,86016,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_24/20x/MESO_24_25.ndpi,20,9,77824,53760,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_10.ndpi,40,10,131072,93184,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_21.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_14.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_23.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_26.ndpi,40,10,143360,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_8.ndpi,40,10,98304,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_23_2.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_20.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_13.ndpi,40,10,139264,82432,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_15.ndpi,40,10,131072,93184,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_22.ndpi,40,10,147456,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_17.ndpi,40,10,147456,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_9.ndpi,40,10,155648,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_24_2.ndpi,40,10,118784,93184,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_11.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_25.ndpi,40,10,143360,86016,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_12.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_25_2.ndpi,40,10,143360,86016,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_18.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_24.ndpi,40,10,118784,93184,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_26_2.ndpi,40,10,143360,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_19/40x/MESO_19_19.ndpi,40,10,122880,78848,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_14.ndpi,20,9,81920,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_16.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_19.ndpi,20,9,65536,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_17.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_12.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_18.ndpi,20,9,61440,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_21.ndpi,20,9,69632,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_13.ndpi,20,9,69632,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_25.ndpi,40,10,131072,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_22.ndpi,40,10,151552,89600,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_10/40x/MESO_10_20.ndpi,20,9,73728,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_34.ndpi,20,9,45056,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_36.ndpi,20,9,73728,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_25.ndpi,20,9,77824,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_30.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_37.ndpi,20,9,57344,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_18/MESO_18_31.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_6.ndpi,20,9,57344,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_11.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_10.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_5.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_12.ndpi,20,9,32768,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_14.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_13.ndpi,20,9,32768,32256,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_4.ndpi,20,9,65536,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_15.ndpi,20,9,61440,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_43/20x/MESO_43_3.ndpi,20,9,57344,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_20.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_21.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_14.ndpi,20,9,61440,55552,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_11.ndpi,20,9,57344,34048,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_18.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_17/20x/MESO_17_19.ndpi,20,9,49152,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_31.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_24.ndpi,20,9,61440,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_27.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_28.ndpi,20,9,53248,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_32.ndpi,20,9,61440,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_29.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_20.ndpi,20,9,73728,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_30.ndpi,20,9,61440,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_25.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_50/20x/MESO_50_18.ndpi,20,9,65536,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_26.ndpi,20,9,53248,35840,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_19.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_28.ndpi,20,9,61440,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_18.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_20.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_25.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_30.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_34/20x/MESO_34_29.ndpi,20,9,65536,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_52/20x/MESO_52_5.ndpi,20,9,61440,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_52/20x/MESO_52_6.ndpi,20,9,73728,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_52/20x/MESO_52_4.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_33.ndpi,20,9,45056,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_4.ndpi,20,9,61440,34048,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_19.ndpi,20,9,61440,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_23.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_30.ndpi,20,9,49152,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_28.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_47/MESO_47_5.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_35/20x/MESO_35_10.ndpi,20,9,77824,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_35/20x/MESO_35_11.ndpi,20,9,77824,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_35/20x/MESO_35_12.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_35/20x/MESO_35_14.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_35/20x/MESO_35_15.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_16.ndpi,40,10,151552,100352,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_31.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_22.ndpi,40,10,151552,100352,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_14.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_33.ndpi,40,10,147456,96768,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_21.ndpi,40,10,118784,89600,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_34.ndpi,40,10,86016,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_15.ndpi,40,10,118784,86016,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_20.ndpi,40,10,147456,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_23.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_32.ndpi,40,10,118784,82432,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_19.ndpi,40,10,118784,89600,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_18.ndpi,40,10,106496,57344,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_3/40x/MESO_3_17.ndpi,40,10,135168,60928,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_13.ndpi,20,9,65536,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_9.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_15.ndpi,20,9,53248,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_28.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_7.ndpi,40,10,143360,96768,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_16.ndpi,20,9,61440,41216,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_10.ndpi,20,9,61440,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_20.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_19.ndpi,20,9,61440,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_25.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_24.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_8.ndpi,20,9,73728,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_26.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_12.ndpi,20,9,65536,53760,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_18.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_17.ndpi,20,9,61440,41216,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_14.ndpi,20,9,53248,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_29.ndpi,20,9,53248,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_11/20x/MESO_11_11.ndpi,20,9,65536,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_8.ndpi,40,10,102400,86016,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_24.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_9.ndpi,40,10,94208,57344,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_6.ndpi,40,10,98304,86016,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_1.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_12.ndpi,40,10,90112,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_25.ndpi,40,10,131072,46592,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_4.ndpi,40,10,118784,93184,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_3.ndpi,40,10,151552,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_5.ndpi,40,10,98304,57344,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_7.ndpi,40,10,90112,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_11.ndpi,40,10,86016,57344,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_2.ndpi,40,10,94208,50176,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_26.ndpi,40,10,106496,64512,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_6/40x/MESO_6_10.ndpi,40,10,102400,64512,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_40.ndpi,40,10,118784,82432,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_15.ndpi,40,10,81920,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_39.ndpi,40,10,118784,89600,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_17.ndpi,40,10,90112,53760,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_14.ndpi,40,10,118784,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_7/MESO_7_16.ndpi,40,10,90112,75264,0.22562667809841835,0.22563686003745573
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_19.ndpi,20,9,65536,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_18.ndpi,20,9,69632,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_20.ndpi,20,9,61440,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_21.ndpi,20,9,65536,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_11.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_14.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_15.ndpi,20,9,69632,44800,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_13.ndpi,20,9,65536,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_57/20x/MESO_57_12.ndpi,20,9,73728,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_17.ndpi,20,9,61440,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_15.ndpi,20,9,65536,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_22.ndpi,20,9,69632,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_21.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_20.ndpi,20,9,53248,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_19.ndpi,20,9,36864,34048,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_14.ndpi,20,9,53248,48384,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_13.ndpi,20,9,77824,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_24.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_23.ndpi,20,9,61440,46592,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_18.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_42/20x/MESO_42_16.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_1.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_6.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_3.ndpi,20,9,61440,51968,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_5.ndpi,20,9,61440,37632,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_2.ndpi,20,9,61440,50176,0.45126353790613716,0.4512839027031906
/raid/users/farzaneh/DeepPATH/Meso_51/20x/MESO_51_7.ndpi,20,9,61440,43008,0.45126353790613716,0.4512839027031906
